Name,LastSeen,FirstSeen,NetLastSeen,NetFirstSeen,IpAddress,MacAddress,IsOnline,SerialNumber,HardwareMACAddress,AirWatchID,MerakiID,BatteryLevel,SpaceInternalRemaining,SpaceInternalTotal,IsPosi2_6_0Installed,IsMACRandomizationDisableInstalled
OBS4110POS Android 13.0 10.41.10.115,1/24/2024 0:19,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.41.10.115,F4022882FF76,FALSE,R52R80FAFXE,,7787,,10,45805,52889,FALSE,FALSE
OBS4110POS Android 13.0 10.41.10.112,10/7/2024 19:41,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/28/2024 13:22,10.41.10.112,F4022882FD47,TRUE,R52R80FA4HB,F4022882FD47,7789,ke572c6,100,45696,52889,FALSE,FALSE
OBS4110POS Android 13.0 10.41.10.116,12/16/2023 17:22,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.41.10.116,F40228867300,FALSE,R52R80HB6SV,,7793,,3,45144,52889,FALSE,FALSE
OBS4110POS Android 13.0 10.41.10.114,1/10/2024 23:28,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.41.10.114,F4022882FD63,FALSE,R52R80FAQLB,,7794,,52,45902,52889,FALSE,FALSE
OBS4110POS Android 13.0 10.41.10.121,10/5/2024 23:59,1/1/0001 12:00:00 AM,10/6/2024 0:41,2/29/2024 9:33,10.41.10.121,F402288465FA,FALSE,R52R80H5Y5W,F402288465FA,7796,k5092a0,100,45750,52889,FALSE,FALSE
OBS3115POS Android 13.0 10.31.15.115,10/7/2024 19:45,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/22/2024 10:35,10.31.15.115,F40228867DF0,TRUE,R52R80HC05J,F40228867DF0,7798,k72c539,100,45593,52889,FALSE,FALSE
OBS3115POS Android 13.0 10.31.15.121,10/7/2024 20:20,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/21/2024 12:37,10.31.15.121,F40228867B03,TRUE,R52R80H6LZW,F40228867B03,7799,k5fa14f,92,45672,52889,FALSE,FALSE
OBS1023POS Android 13.0 10.10.23.116,10/7/2024 20:04,1/1/0001 12:00:00 AM,10/7/2024 20:25,2/1/2024 3:51,10.10.23.116,F402284C4855,TRUE,R52R80FAFZF,F402284C4855,7809,k5eea6a,96,45438,52889,FALSE,FALSE
OBS1023POS Android 13.0 10.10.23.112,10/7/2024 19:52,1/1/0001 12:00:00 AM,10/7/2024 20:25,1/31/2024 8:14,10.10.23.112,F40228867BFB,TRUE,R52R80G6FCM,F40228867BFB,7811,kefb1fe,26,45389,52889,FALSE,FALSE
OBS1023POS Android 13.0 10.10.23.114,10/7/2024 19:57,1/1/0001 12:00:00 AM,10/7/2024 20:25,1/30/2024 14:26,10.10.23.114,F4022882FCB1,TRUE,R52R80FB36A,F4022882FCB1,7814,kc203a1,100,46537,52889,FALSE,FALSE
OBS4464POS Android 13.0 10.44.64.112,10/7/2024 20:03,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/28/2024 18:37,10.44.64.112,F402288672E9,TRUE,R52R80HBAPT,F402288672E9,7818,k2dd36e,100,45685,52889,FALSE,FALSE
OBS4464POS Android 13.0 10.44.64.111,10/7/2024 19:27,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/29/2024 6:09,10.44.64.111,F402286D3AC2,TRUE,R52R80H84AD,F402286D3AC2,7819,k8fe2e0,100,45430,52889,FALSE,FALSE
OBS4464POS Android 13.0 10.44.64.110,10/7/2024 20:09,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.44.64.110,F402286D3AD3,FALSE,R52R80HBV6R,,7820,,96,45749,52889,FALSE,FALSE
OBS1016POS Android 13.0 10.10.16.111,10/7/2024 19:52,1/1/0001 12:00:00 AM,10/7/2024 20:26,2/1/2024 0:59,10.10.16.111,F4022882FDD3,TRUE,R52R80FBQ7R,F4022882FDD3,7823,kfc3f84,100,45190,52889,FALSE,FALSE
OBS1016POS Android 13.0 10.10.16.110,10/6/2024 7:39,1/1/0001 12:00:00 AM,10/6/2024 16:49,1/31/2024 22:15,10.10.16.110,F40228846528,FALSE,R52R80H4YLP,F40228846528,7828,k49e227,92,44907,52889,FALSE,FALSE
OBS1815POS Android 13.0 10.18.15.110,10/7/2024 20:08,1/1/0001 12:00:00 AM,10/7/2024 20:32,2/1/2024 6:29,10.18.15.110,F402286D3A30,TRUE,R52R80HBX9B,F402286D3A30,7830,kb52487,100,45378,52889,FALSE,FALSE
OBS1815POS Android 13.0 10.18.15.112,10/7/2024 19:30,1/1/0001 12:00:00 AM,10/7/2024 20:32,1/31/2024 20:51,10.18.15.112,F4022886749A,TRUE,R52R80HB51P,F4022886749A,7832,k0c57f6,100,45515,52889,FALSE,FALSE
OBS1815POS Android 13.0 10.18.15.115,10/7/2024 20:06,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.18.15.115,F40228867504,FALSE,R52R80HB3BJ,,7835,,90,45510,52889,FALSE,FALSE
OBS1016POS Android 13.0 10.10.16.116,10/7/2024 20:10,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/1/2024 4:26,10.10.16.116,F40228867CD3,TRUE,R52R80HB3LN,F40228867CD3,7837,k0b94dc,100,45522,52889,FALSE,FALSE
OBS1016POS Android 13.0 10.10.16.118,10/7/2024 19:31,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/1/2024 16:29,10.10.16.118,F4022882FFC7,TRUE,R52R80HB3CA,F4022882FFC7,7844,k1b0c27,56,46622,52889,FALSE,FALSE
OBS3922POS Android 13.0 10.39.22.110,3/15/2024 16:35,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.39.22.110,F40228834DC9,FALSE,R52R80FAP4Y,,7845,,38,45151,52889,FALSE,FALSE
OBS3922POS Android 13.0 10.39.22.111,10/7/2024 19:40,1/1/0001 12:00:00 AM,10/7/2024 20:31,2/28/2024 20:00,10.39.22.111,F40228867395,TRUE,R52R80HB9NB,F40228867395,7846,k8c9431,100,45586,52889,FALSE,FALSE
OBS3922POS Android 13.0 10.39.22.115,10/7/2024 19:48,1/1/0001 12:00:00 AM,10/7/2024 20:31,2/28/2024 12:40,10.39.22.115,F402284C3285,TRUE,R52R80FA6YA,F402284C3285,7847,kcbbda7,100,45691,52889,FALSE,FALSE
OBS2016POS Android 13.0 10.20.16.121,10/7/2024 20:17,1/1/0001 12:00:00 AM,10/7/2024 20:31,3/6/2024 16:28,10.20.16.121,F402286D35DD,TRUE,R52R80HBMZD,F402286D35DD,7849,k56b905,100,45405,52889,FALSE,FALSE
OBS2016POS Android 13.0 10.20.16.117,9/12/2024 10:32,1/1/0001 12:00:00 AM,9/12/2024 10:34,3/7/2024 11:15,10.20.16.117,F40228867DDF,FALSE,R52R80HCA4X,F40228867DDF,7852,k1ece64,3,45336,52889,FALSE,FALSE
OBS2016POS Android 13.0 10.20.16.113,10/7/2024 20:08,1/1/0001 12:00:00 AM,10/7/2024 20:31,3/6/2024 18:30,10.20.16.113,F40228867429,TRUE,R52R80HBX1W,F40228867429,7856,k71fc51,100,45578,52889,FALSE,FALSE
OBS2016POS Android 13.0 10.20.16.111,10/7/2024 19:21,1/1/0001 12:00:00 AM,10/7/2024 20:31,3/6/2024 22:51,10.20.16.111,F402286D39FF,TRUE,R52R80HBXBK,F402286D39FF,7858,k9b5670,13,45516,52889,FALSE,FALSE
OBS2325POS Android 13.0 10.23.25.117,9/19/2024 14:57,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.23.25.117,F402286D387F,FALSE,R52R80HB6DB,,7860,,20,45630,52889,FALSE,FALSE
OBS2325POS Android 13.0 10.23.25.121,10/7/2024 20:20,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/28/2024 23:15,10.23.25.121,F40228834CDF,TRUE,R52R80HB5AB,F40228834CDF,7861,k4fbc16,100,45137,52889,FALSE,FALSE
OBS2325POS Android 13.0 10.23.25.119,9/17/2024 16:28,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.23.25.119,F402286D20D5,FALSE,R52R80H8G3J,,7863,,6,45644,52889,FALSE,FALSE
OBS1815POS Android 13.0 10.18.15.117,10/7/2024 19:54,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.18.15.117,F402286D3B21,FALSE,R52R80H8L4L,,7871,,74,45479,52889,FALSE,FALSE
OBS4301POS Android 13.0 10.43.1.112,10/6/2024 20:47,1/1/0001 12:00:00 AM,10/6/2024 21:33,2/2/2024 16:58,10.43.1.112,F40228815068,FALSE,R52R80FAG2Y,F40228815068,7872,kbac18b,68,45635,52889,FALSE,FALSE
OBS4301POS Android 13.0 10.43.1.113,10/7/2024 20:18,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.43.1.113,F402284E1C7A,FALSE,R52R80FAKWH,,7874,,97,45314,52889,FALSE,FALSE
OBS4301POS Android 13.0 10.43.1.115,10/7/2024 19:59,1/1/0001 12:00:00 AM,10/7/2024 20:32,1/31/2024 23:10,10.43.1.115,F40228841B6D,TRUE,R52R80FAKSK,F40228841B6D,7875,k20c4b6,76,45340,52889,FALSE,FALSE
OBS4301POS Android 13.0 10.43.1.114,5/20/2024 2:33,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.43.1.114,F4022882B84B,FALSE,R52R80FB0EY,,7878,,64,45480,52889,FALSE,FALSE
OBS2133POS Android 13.0 10.21.33.114,9/30/2024 22:39,1/1/0001 12:00:00 AM,9/30/2024 23:33,1/31/2024 16:13,10.21.33.114,F402288673C9,FALSE,R52R80HBFSH,F402288673C9,7884,k17a452,5,45355,52889,FALSE,FALSE
OBS2133POS Android 13.0 10.21.33.112,10/7/2024 20:10,1/1/0001 12:00:00 AM,10/7/2024 20:28,1/31/2024 16:10,10.21.33.112,F40228867CB7,TRUE,R52R80H6FGP,F40228867CB7,7885,kaa2497,46,45321,52889,FALSE,FALSE
OBS2133POS Android 13.0 10.21.33.111,10/7/2024 20:19,1/1/0001 12:00:00 AM,10/7/2024 20:27,1/31/2024 13:33,10.21.33.111,F402288672F4,TRUE,R52R80HB32T,F402288672F4,7886,kf18ecd,11,45621,52889,FALSE,FALSE
OBS2133POS Android 13.0 10.21.33.110,10/7/2024 20:20,1/1/0001 12:00:00 AM,10/7/2024 20:27,1/31/2024 16:38,10.21.33.110,F402286D20D6,TRUE,R52R80H8T2W,F402286D20D6,7887,k710902,88,45342,52889,FALSE,FALSE
OBS2133POS Android 13.0 10.21.33.121,10/7/2024 20:11,1/1/0001 12:00:00 AM,10/7/2024 20:27,5/4/2024 2:40,10.21.33.121,F4022883008B,TRUE,R52R80H5L7A,F4022883008B,7889,kf66f7a,8,45258,52889,FALSE,FALSE
OBS2133POS Android 13.0 10.21.33.119,10/7/2024 20:02,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/1/2024 6:18,10.21.33.119,F402288678FD,TRUE,R52R80G6J8L,F402288678FD,7891,k82a39f,100,45544,52889,FALSE,FALSE
OBS2133POS Android 13.0 10.21.33.118,10/7/2024 20:18,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/1/2024 11:44,10.21.33.118,F40228846826,TRUE,R52R80H5XLP,F40228846826,7892,kb2e10a,51,45014,52889,FALSE,FALSE
OBS2133POS Android 13.0 10.21.33.117,10/7/2024 19:58,1/1/0001 12:00:00 AM,10/7/2024 20:28,2/1/2024 5:33,10.21.33.117,F402288300C5,TRUE,R52R80H5EWP,F402288300C5,7893,kfebf07,100,45475,52889,FALSE,FALSE
OBS4750POS Android 13.0 10.47.50.110,10/7/2024 0:30,1/1/0001 12:00:00 AM,10/7/2024 1:23,1/31/2024 22:56,10.47.50.110,F40228867531,FALSE,R52R80HBS1Z,F40228867531,7895,k710b45,93,45704,52889,FALSE,FALSE
OBS4750POS Android 13.0 10.47.50.113,10/7/2024 19:33,1/1/0001 12:00:00 AM,10/7/2024 20:27,1/31/2024 22:00,10.47.50.113,F402288468B8,TRUE,R52R80DRVCT,F402288468B8,7897,k217a9e,100,45610,52889,FALSE,FALSE
OBS4750POS Android 13.0 10.47.50.112,10/7/2024 19:53,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/1/2024 6:42,10.47.50.112,F4022882FD59,TRUE,R52R80FAG5M,F4022882FD59,7898,k7a09bc,100,45668,52889,FALSE,FALSE
OBS4750POS Android 13.0 10.47.50.114,10/7/2024 19:46,1/1/0001 12:00:00 AM,10/7/2024 20:27,1/31/2024 16:10,10.47.50.114,F402286D21C4,TRUE,R52R80H8EGJ,F402286D21C4,7899,kfb28c0,99,45954,52889,FALSE,FALSE
OBS4750POS Android 13.0 10.47.50.115,10/7/2024 20:12,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/1/2024 4:53,10.47.50.115,F4022882FEFD,TRUE,R52R80H5Z0R,F4022882FEFD,7900,kba76bd,100,45602,52889,FALSE,FALSE
OBS4750POS Android 13.0 10.47.50.116,10/7/2024 20:17,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/13/2024 23:05,10.47.50.116,F402286D2289,TRUE,R52R80H8TDR,F402286D2289,7907,k5b81b7,100,45235,52889,FALSE,FALSE
OBS4750POS Android 13.0 10.47.50.117,10/7/2024 19:50,1/1/0001 12:00:00 AM,10/7/2024 20:27,1/31/2024 17:55,10.47.50.117,F4022882FD4D,TRUE,R52R80FAF6V,F4022882FD4D,7908,k6fa410,99,45601,52889,FALSE,FALSE
OBS4750POS Android 13.0 10.47.50.118,10/7/2024 20:21,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/1/2024 1:32,10.47.50.118,F402286D2281,TRUE,R52R80H8S7B,F402286D2281,7909,k536c0f,100,45507,52889,FALSE,FALSE
OBS4750POS Android 13.0 10.47.50.119,10/7/2024 20:15,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/2/2024 7:24,10.47.50.119,F4022882FDD6,TRUE,R52R80FAJXM,F4022882FDD6,7910,k3954ef,100,45357,52889,FALSE,FALSE
OBS4750POS Android 13.0 10.47.50.120,10/7/2024 19:57,1/1/0001 12:00:00 AM,10/7/2024 20:27,1/31/2024 17:44,10.47.50.120,F402284C47ED,TRUE,R52R80H8A8W,F402284C47ED,7911,kefb784,100,45240,52889,FALSE,FALSE
OBS4750POS Android 13.0 10.47.50.121,10/7/2024 20:08,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/1/2024 3:30,10.47.50.121,F402288468D0,TRUE,R52R80H62ZA,F402288468D0,7912,k8c51b1,100,45690,52889,FALSE,FALSE
OBS2011POS Android 13.0 10.20.11.111,10/7/2024 19:30,1/1/0001 12:00:00 AM,10/7/2024 20:30,2/8/2024 1:52,10.20.11.111,F402286D3A8D,TRUE,R52R80HBMJT,F402286D3A8D,7921,k462f2a,100,45735,52889,FALSE,FALSE
OBS2011POS Android 13.0 10.20.11.114,10/7/2024 18:21,1/1/0001 12:00:00 AM,10/7/2024 19:05,2/7/2024 20:56,10.20.11.114,F40228867D61,FALSE,R52R80HCC1H,F40228867D61,7923,kaee310,99,45784,52889,FALSE,FALSE
OBS2011POS Android 13.0 10.20.11.115,10/6/2024 23:09,1/1/0001 12:00:00 AM,10/6/2024 23:42,2/7/2024 21:55,10.20.11.115,F40228867CAC,FALSE,R52R80HBF1E,F40228867CAC,7924,kf03486,72,45654,52889,FALSE,FALSE
OBS2011POS Android 13.0 10.20.11.120,10/7/2024 20:12,1/1/0001 12:00:00 AM,10/7/2024 20:30,2/7/2024 16:28,10.20.11.120,F402286D200B,TRUE,R52R80H8W8W,F402286D200B,7926,k27c438,98,45215,52889,FALSE,FALSE
OBS2011POS Android 13.0 10.20.11.119,10/6/2024 21:25,1/1/0001 12:00:00 AM,10/6/2024 21:49,2/8/2024 11:45,10.20.11.119,F40228867BF4,FALSE,R52R80HBTYD,F40228867BF4,7927,ka00c43,54,45525,52889,FALSE,FALSE
OBS2011POS Android 13.0 10.20.11.118,10/7/2024 20:10,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/7/2024 16:39,10.20.11.118,F402286D1FCC,TRUE,R52R80H58ZD,F402286D1FCC,7928,k9f94b9,38,45059,52889,FALSE,FALSE
OBS2011POS Android 13.0 10.20.11.117,10/7/2024 20:06,1/1/0001 12:00:00 AM,10/7/2024 20:29,2/7/2024 16:39,10.20.11.117,F402286D1FE5,TRUE,R52R80H8QXP,F402286D1FE5,7929,k75d256,85,45635,52889,FALSE,FALSE
OBS2011POS Android 13.0 10.20.11.116,10/7/2024 19:29,1/1/0001 12:00:00 AM,10/7/2024 20:30,2/7/2024 23:31,10.20.11.116,F40228867D66,TRUE,R52R80HC8ZP,F40228867D66,7930,ke9b315,87,45600,52889,FALSE,FALSE
OBS3111POS Android 13.0 10.31.11.121,10/7/2024 20:04,1/1/0001 12:00:00 AM,10/7/2024 20:27,3/13/2024 16:39,10.31.11.121,F40228867CB3,TRUE,R52R80HBBGJ,F40228867CB3,7931,kae524b,73,45403,52889,FALSE,FALSE
OBS3111POS Android 13.0 10.31.11.119,10/7/2024 19:42,1/1/0001 12:00:00 AM,10/7/2024 20:27,3/13/2024 21:49,10.31.11.119,F402288673A3,TRUE,R52R80HBTHT,F402288673A3,7932,k38b413,99,45509,52889,FALSE,FALSE
OBS3111POS Android 13.0 10.31.11.118,10/7/2024 20:12,1/1/0001 12:00:00 AM,10/7/2024 20:27,3/13/2024 17:25,10.31.11.118,F402286D3AD1,TRUE,R52R80HBQ3D,F402286D3AD1,7933,kdd1f49,100,45106,52889,FALSE,FALSE
OBS3111POS Android 13.0 10.31.11.117,10/7/2024 20:05,1/1/0001 12:00:00 AM,10/7/2024 20:27,3/13/2024 21:36,10.31.11.117,F4022881506D,TRUE,R52R80FA6TZ,F4022881506D,7934,k7faae0,18,45256,52889,FALSE,FALSE
OBS3111POS Android 13.0 10.31.11.120,10/7/2024 3:24,1/1/0001 12:00:00 AM,10/7/2024 3:35,3/18/2024 22:02,10.31.11.120,F40228846719,FALSE,R52R80H5KAX,F40228846719,7935,k480c0f,70,45450,52889,FALSE,FALSE
OBS3111POS Android 13.0 10.31.11.116,10/7/2024 20:19,1/1/0001 12:00:00 AM,10/7/2024 20:27,3/13/2024 23:32,10.31.11.116,F402288468B3,TRUE,R52R80H5TDD,F402288468B3,7936,k6ab1fe,53,45504,52889,FALSE,FALSE
OBS4129POS Android 13.0 10.41.29.120,12/8/2023 16:20,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.41.29.120,F402284C69EA,FALSE,R52R80FAL1D,,7939,,7,45477,52889,FALSE,FALSE
OBS3111POS Android 13.0 10.31.11.115,10/6/2024 18:12,1/1/0001 12:00:00 AM,10/6/2024 18:14,3/13/2024 13:43,10.31.11.115,F40228814ED6,FALSE,R52R80H60GT,F40228814ED6,7947,kc58b18,34,45252,52889,FALSE,FALSE
OBS4129POS Android 13.0 10.41.29.113,2/6/2024 1:58,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.41.29.113,F4022882FB94,FALSE,R52R80H50LH,,7948,,3,45964,52889,FALSE,FALSE
OBS3111POS Android 13.0 10.31.11.114,10/7/2024 1:13,1/1/0001 12:00:00 AM,10/7/2024 1:16,3/13/2024 15:36,10.31.11.114,F402284C32F0,FALSE,R52R80FA9RD,F402284C32F0,7949,kbacb2b,22,45612,52889,FALSE,FALSE
OBS3111POS Android 13.0 10.31.11.113,10/7/2024 20:22,1/1/0001 12:00:00 AM,10/7/2024 20:27,3/24/2024 19:06,10.31.11.113,F40228867CFF,TRUE,R52R80HB9CM,F40228867CFF,7950,k24b958,100,45616,52889,FALSE,FALSE
OBS3111POS Android 13.0 10.31.11.112,10/7/2024 20:15,1/1/0001 12:00:00 AM,10/7/2024 20:27,3/13/2024 20:48,10.31.11.112,F402288464FC,TRUE,R52R80H5JRV,F402288464FC,7952,kcf1ece,15,45639,52889,FALSE,FALSE
OBS3111POS Android 13.0 10.31.11.111,7/16/2024 1:42,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.31.11.111,F402288672E4,FALSE,R52R80HB5KM,,7953,,100,45240,52889,FALSE,FALSE
OBS3111POS Android 13.0 10.31.11.110,10/7/2024 20:10,1/1/0001 12:00:00 AM,10/7/2024 20:28,3/14/2024 21:40,10.31.11.110,F40228867424,TRUE,R52R80HBQXF,F40228867424,7955,kbc7a82,100,44898,52889,FALSE,FALSE
OBS3443POS Android 13.0 10.34.43.115,10/7/2024 19:21,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/28/2024 18:54,10.34.43.115,F4022884675F,TRUE,R52R80H6K3Z,F4022884675F,7956,k4831ca,100,45374,52889,FALSE,FALSE
OBS3443POS Android 13.0 10.34.43.110,10/7/2024 20:15,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.34.43.110,F402286D3837,FALSE,R52R80HB8QH,,7958,,100,45576,52889,FALSE,FALSE
OBS3443POS Android 13.0 10.34.43.112,10/7/2024 19:51,1/1/0001 12:00:00 AM,10/7/2024 20:27,3/1/2024 22:25,10.34.43.112,F4022882FD4F,TRUE,R52R80FAG7W,F4022882FD4F,7959,ked9f7e,95,45510,52889,FALSE,FALSE
OBS3443POS Android 13.0 10.34.43.118,10/7/2024 19:43,1/1/0001 12:00:00 AM,10/7/2024 20:16,2/28/2024 15:08,10.34.43.118,F4022884674D,FALSE,R52R80HBX0P,F4022884674D,7961,kdbd1d4,3,45419,52889,FALSE,FALSE
OBS3443POS Android 13.0 10.34.43.117,3/1/2024 6:59,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.34.43.117,F402286D3895,FALSE,R52R80HC5MA,,7962,,51,45179,52889,FALSE,FALSE
OBS3443POS Android 13.0 10.34.43.116,10/7/2024 19:50,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/29/2024 4:52,10.34.43.116,F402286D1F2C,TRUE,R52R80HBPSB,F402286D1F2C,7963,k36b2c0,100,45107,52889,FALSE,FALSE
OBS3443POS Android 13.0 10.34.43.111,10/7/2024 20:14,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/29/2024 7:21,10.34.43.111,F40228867CED,TRUE,R52R80HCB4W,F40228867CED,7965,kb75946,99,45217,52889,FALSE,FALSE
OBS3443POS Android 13.0 10.34.43.121,10/7/2024 20:15,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/28/2024 21:09,10.34.43.121,F4022882FEA2,TRUE,R52R80G5JBK,F4022882FEA2,7966,k626007,100,45296,52889,FALSE,FALSE
OBS3443POS Android 13.0 10.34.43.120,10/7/2024 20:17,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/29/2024 4:10,10.34.43.120,F402286D3A40,TRUE,R52R80H7V4V,F402286D3A40,7967,k013960,100,45274,52889,FALSE,FALSE
OBS1133POS Android 13.0 10.11.33.112,10/7/2024 19:30,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/22/2024 9:03,10.11.33.112,F402288672F3,TRUE,R52R80H7JGT,F402288672F3,7970,kb6dec8,97,45595,52889,FALSE,FALSE
OBS1133POS Android 13.0 10.11.33.117,10/3/2024 5:01,1/1/0001 12:00:00 AM,10/3/2024 5:01,2/23/2024 21:50,10.11.33.117,F402286D3898,FALSE,R52R80HB5ND,F402286D3898,7975,k60013e,3,45678,52889,FALSE,FALSE
OBS1133POS Android 13.0 10.11.33.118,10/7/2024 19:25,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/21/2024 18:05,10.11.33.118,F402286D2063,TRUE,R52R80H8WQA,F402286D2063,7976,k8aef17,81,45399,52889,FALSE,FALSE
OBS1133POS Android 13.0 10.11.33.120,10/7/2024 20:02,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/22/2024 16:57,10.11.33.120,F402288674DA,TRUE,R52R80HB2RH,F402288674DA,7978,k8a2781,100,45753,52889,FALSE,FALSE
OBS1133POS Android 13.0 10.11.33.121,10/7/2024 20:11,1/1/0001 12:00:00 AM,10/7/2024 20:27,2/21/2024 21:29,10.11.33.121,F402286D1F4C,TRUE,R52R80H8ZDJ,F402286D1F4C,7979,k937457,100,45482,52889,FALSE,FALSE
OBS4301POS Android 13.0 10.43.1.117,10/6/2024 20:57,1/1/0001 12:00:00 AM,10/6/2024 21:31,1/31/2024 17:09,10.43.1.117,F402286D1F2E,FALSE,R52R80HBPRE,F402286D1F2E,7980,kb489ae,70,45220,52889,FALSE,FALSE
OBS4301POS Android 13.0 10.43.1.118,10/7/2024 20:19,1/1/0001 12:00:00 AM,10/7/2024 20:31,1/31/2024 19:13,10.43.1.118,F40228867DB9,TRUE,R52R80HCAVB,F40228867DB9,7981,k3d4541,95,45135,52889,FALSE,FALSE
OBS4301POS Android 13.0 10.43.1.119,10/7/2024 20:17,1/1/0001 12:00:00 AM,10/7/2024 20:32,1/31/2024 20:12,10.43.1.119,F4022882FF4D,TRUE,R52R80FA57Y,F4022882FF4D,7982,k9d3a1f,66,45624,52889,FALSE,FALSE
OBS4301POS Android 13.0 10.43.1.120,2/2/2024 23:06,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.43.1.120,F40228867C06,FALSE,R52R80HB5PV,,7983,,64,45773,52889,FALSE,FALSE
OBS4301POS Android 13.0 10.43.1.110,10/7/2024 19:52,1/1/0001 12:00:00 AM,10/7/2024 20:32,1/31/2024 16:19,10.43.1.110,F402286D20C6,TRUE,R52R80H85FX,F402286D20C6,7984,k60d272,100,45268,52889,FALSE,FALSE
OBS4301POS Android 13.0 10.43.1.121,10/5/2024 19:32,1/1/0001 12:00:00 AM,10/5/2024 19:33,1/31/2024 21:43,10.43.1.121,F402286D3A85,FALSE,R52R80HBPBZ,F402286D3A85,7985,k4ec292,100,45673,52889,FALSE,FALSE
OBS4301POS Android 13.0 10.43.1.111,10/7/2024 20:00,1/1/0001 12:00:00 AM,10/7/2024 20:31,2/11/2024 1:16,10.43.1.111,F402284C2FD3,TRUE,R52R80FA5CW,F402284C2FD3,7986,kfe6326,7,45788,52889,FALSE,FALSE
OBS1099POS Android 13.0 10.10.99.116,10/7/2024 20:05,1/1/0001 12:00:00 AM,10/7/2024 20:32,1/30/2024 14:22,10.10.99.116,F402286D35C2,TRUE,R52R80H7Y9M,F402286D35C2,7989,k08dfc8,100,44906,52889,FALSE,FALSE
OBS1099POS Android 13.0 10.10.99.118,9/29/2024 21:47,1/1/0001 12:00:00 AM,9/29/2024 21:48,1/30/2024 20:58,10.10.99.118,F40228867B93,FALSE,R52R80G6KAX,F40228867B93,7993,k429ad1,94,45286,52889,FALSE,FALSE
OBS1099POS Android 13.0 10.10.99.112,10/7/2024 19:53,1/1/0001 12:00:00 AM,10/7/2024 20:32,1/30/2024 20:11,10.10.99.112,F402286D3AE0,TRUE,R52R80H884V,F402286D3AE0,7999,k2e6f6e,100,44746,52889,FALSE,FALSE
OBS0907POS Android 13.0 10.9.7.110,2/18/2024 21:42,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,1/1/0001 12:00:00 AM,10.9.7.110,F40228867350,FALSE,R52R80HC3YH,,8007,,69,45118,52889,FALSE,FALSE
